Protein FDR Confidence: Mascot,Master,Accession,Description,# Unique Peptides,# PSMs,# Razor Peptides,"Abundance: F1: 126, Sample, QC, 36478, Syngap1","Abundance: F1: 129N, Sample, QC, 36479, Syngap1","Abundance: F1: 131C, Sample, QC, 36480, Syngap1","Abundance: F2: 126, Sample, QC, 38823, Ube3a","Abundance: F2: 129N, Sample, QC, 38824, Ube3a","Abundance: F2: 131C, Sample, QC, 38825, Ube3a","Abundance: F3: 126, Sample, QC, 38820, Shank2","Abundance: F3: 129N, Sample, QC, 38821, Shank2","Abundance: F3: 131C, Sample, QC, 38822, Shank2","Abundance: F4: 126, Sample, QC, 41349, Shank3","Abundance: F4: 129N, Sample, QC, 41350, Shank3","Abundance: F4: 131C, Sample, QC, 41351, Shank3","Abundance: F1: 127N, Sample, WT, 36471, Syngap1","Abundance: F1: 128N, Sample, WT, 36472, Syngap1","Abundance: F1: 129C, Sample, WT, 36474, Syngap1","Abundance: F1: 130C, Sample, WT, 36477, Syngap1","Abundance: F2: 127N, Sample, WT, 38812, Ube3a","Abundance: F2: 128N, Sample, WT, 38813, Ube3a","Abundance: F2: 129C, Sample, WT, 38816, Ube3a","Abundance: F2: 130C, Sample, WT, 38817, Ube3a","Abundance: F3: 127N, Sample, WT, 38804, Shank2","Abundance: F3: 128N, Sample, WT, 38805, Shank2","Abundance: F3: 129C, Sample, WT, 38806, Shank2","Abundance: F3: 130C, Sample, WT, 38810, Shank2","Abundance: F4: 127N, Sample, WT, 41333, Shank3","Abundance: F4: 128N, Sample, WT, 41334, Shank3","Abundance: F4: 129C, Sample, WT, 41339, Shank3","Abundance: F4: 130C, Sample, WT, 41340, Shank3","Abundance: F1: 127C, Sample, HET, 36470, Syngap1","Abundance: F1: 128C, Sample, HET, 36473, Syngap1","Abundance: F1: 130N, Sample, HET, 36475, Syngap1","Abundance: F1: 131N, Sample, HET, 36476, Syngap1","Abundance: F2: 127C, Sample, KO, 38814, Ube3a","Abundance: F2: 128C, Sample, KO, 38815, Ube3a","Abundance: F2: 130N, Sample, KO, 38818, Ube3a","Abundance: F2: 131N, Sample, KO, 38819, Ube3a","Abundance: F3: 127C, Sample, KO, 38807, Shank2","Abundance: F3: 128C, Sample, KO, 38808, Shank2","Abundance: F3: 130N, Sample, KO, 38809, Shank2","Abundance: F3: 131N, Sample, KO, 38811, Shank2","Abundance: F4: 127C, Sample, KO, 41335, Shank3","Abundance: F4: 128C, Sample, KO, 41336, Shank3","Abundance: F4: 130N, Sample, KO, 41337, Shank3","Abundance: F4: 131N, Sample, KO, 41338, Shank3","Abundances (Normalized): F1: 126, Sample, QC, 36478, Syngap1","Abundances (Normalized): F1: 129N, Sample, QC, 36479, Syngap1","Abundances (Normalized): F1: 131C, Sample, QC, 36480, Syngap1","Abundances (Normalized): F2: 126, Sample, QC, 38823, Ube3a","Abundances (Normalized): F2: 129N, Sample, QC, 38824, Ube3a","Abundances (Normalized): F2: 131C, Sample, QC, 38825, Ube3a","Abundances (Normalized): F3: 126, Sample, QC, 38820, Shank2","Abundances (Normalized): F3: 129N, Sample, QC, 38821, Shank2","Abundances (Normalized): F3: 131C, Sample, QC, 38822, Shank2","Abundances (Normalized): F4: 126, Sample, QC, 41349, Shank3","Abundances (Normalized): F4: 129N, Sample, QC, 41350, Shank3","Abundances (Normalized): F4: 131C, Sample, QC, 41351, Shank3","Abundances (Normalized): F1: 127N, Sample, WT, 36471, Syngap1","Abundances (Normalized): F1: 128N, Sample, WT, 36472, Syngap1","Abundances (Normalized): F1: 129C, Sample, WT, 36474, Syngap1","Abundances (Normalized): F1: 130C, Sample, WT, 36477, Syngap1","Abundances (Normalized): F2: 127N, Sample, WT, 38812, Ube3a","Abundances (Normalized): F2: 128N, Sample, WT, 38813, Ube3a","Abundances (Normalized): F2: 129C, Sample, WT, 38816, Ube3a","Abundances (Normalized): F2: 130C, Sample, WT, 38817, Ube3a","Abundances (Normalized): F3: 127N, Sample, WT, 38804, Shank2","Abundances (Normalized): F3: 128N, Sample, WT, 38805, Shank2","Abundances (Normalized): F3: 129C, Sample, WT, 38806, Shank2","Abundances (Normalized): F3: 130C, Sample, WT, 38810, Shank2","Abundances (Normalized): F4: 127N, Sample, WT, 41333, Shank3","Abundances (Normalized): F4: 128N, Sample, WT, 41334, Shank3","Abundances (Normalized): F4: 129C, Sample, WT, 41339, Shank3","Abundances (Normalized): F4: 130C, Sample, WT, 41340, Shank3","Abundances (Normalized): F1: 127C, Sample, HET, 36470, Syngap1","Abundances (Normalized): F1: 128C, Sample, HET, 36473, Syngap1","Abundances (Normalized): F1: 130N, Sample, HET, 36475, Syngap1","Abundances (Normalized): F1: 131N, Sample, HET, 36476, Syngap1","Abundances (Normalized): F2: 127C, Sample, KO, 38814, Ube3a","Abundances (Normalized): F2: 128C, Sample, KO, 38815, Ube3a","Abundances (Normalized): F2: 130N, Sample, KO, 38818, Ube3a","Abundances (Normalized): F2: 131N, Sample, KO, 38819, Ube3a","Abundances (Normalized): F3: 127C, Sample, KO, 38807, Shank2","Abundances (Normalized): F3: 128C, Sample, KO, 38808, Shank2","Abundances (Normalized): F3: 130N, Sample, KO, 38809, Shank2","Abundances (Normalized): F3: 131N, Sample, KO, 38811, Shank2","Abundances (Normalized): F4: 127C, Sample, KO, 41335, Shank3","Abundances (Normalized): F4: 128C, Sample, KO, 41336, Shank3","Abundances (Normalized): F4: 130N, Sample, KO, 41337, Shank3","Abundances (Normalized): F4: 131N, Sample, KO, 41338, Shank3"
High,Master Protein,P06801,NADP-dependent malic enzyme OS=Mus musculus OX=10090 GN=Me1 PE=1 SV=2,16,43,0,1148449.372,961897.9181,1153180.561,1772527.192,2058154.825,1360253.813,1100238.176,1029417.029,1110552.131,911935.7487,1299655.951,1058326.188,612866.6227,835769.8022,657799.7253,848076.3625,1660347.079,1639052.413,1798005.353,1928496.15,972569.9162,1615957.803,1494323.622,1171243.288,1018083.11,730115.2667,857958.587,1527115.835,869067.7478,924055.1753,609089.911,608570.1914,1536989.622,1286411.982,1509009.887,1848477.226,1016127.117,1210083.374,1046813.999,1071241.119,626649.3233,755573.1522,636024.7121,655259.293,1186852.627,961897.9181,1174588.595,2875966.187,2487298.499,2987420.656,1985488.325,2002845.285,2073211.677,1892065.832,1783263.724,1713911.312,1282929.714,1123621.108,1181495.149,1257563.686,3084265.054,2944872.456,2918535.878,3140841.206,2012491.922,2389513.335,2316679.943,2141183.426,1584273.182,1686185.077,1575925.647,1922520.764,1145340.841,1321362.433,1321565.293,1240989.528,2899789.914,2876732.47,2706294.71,3017514.599,2150727.453,2180161.002,1840089.411,1968594.609,1481394.375,1587192.756,1446066.48,1397511.78
High,Master Protein,Q91YJ2,Sorting nexin-4 OS=Mus musculus OX=10090 GN=Snx4 PE=1 SV=1,16,37,0,1134999.776,1257678.975,1167574.279,432304.4945,490201.0611,348051.8133,570330.0873,590704.7849,589180.3284,561483.4157,864189.8022,754726.9571,573618.2073,814132.1446,574211.5483,804623.1811,426461.7481,435419.4969,405001.2398,460291.6682,500182.7266,743520.3776,745471.4666,591748.4748,891674.907,629018.2478,714556.0536,978821.8037,820013.0287,808891.2355,544563.5499,654990.0925,356190.3728,348780.6927,436258.0425,523529.4,519085.3266,607521.2954,578924.5507,550199.7207,640752.3513,602555.4623,572488.7907,601125.9723,1172953.287,1257678.975,1189249.524,701423.9975,592412.3632,764399.3837,1029216.905,1149281.837,1099899.323,1164954.425,1185758.68,1222246.112,1200769.981,1094531.125,1031359.748,1193129.462,792196.4527,782314.7529,657401.0731,749653.0593,1035003.941,1099441.987,1155719.397,1081792.348,1387565.149,1452703.745,1312519.309,1232260.971,1080691.827,1156682.544,1181560.02,1335648.472,672013.1587,779959.1094,782395.6904,854626.4923,1098692.323,1094547.917,1017633.445,1011089.086,1514733.829,1265756.548,1301611.14,1282058.319
High,Master Protein,Q99PL6,UBX domain-containing protein 6 OS=Mus musculus OX=10090 GN=Ubxn6 PE=1 SV=1,16,46,0,4567602.32,4531207.107,4801263.689,1264683.872,1467247.093,987007.1918,1507216.997,1395965.39,1521505.909,1348578.775,2136132.434,1789778.11,2200322.414,3386944.966,2531607.569,3595820.081,1367451.788,1354381.373,1397826.463,1447570.418,1456493.78,2063681.402,1947694.184,1628137.335,2673642.859,1912783.933,1962500.96,2701342.088,3579923.24,3396865.731,2407851.078,2457919.136,1159693.65,1098991.071,1425451.879,1469827.02,1371567.576,1698771.4,1616174.174,1583611.199,1819878.326,2076032.549,1668474.435,1824527.168,4720339.395,4531207.107,4890395.975,2051978.706,1773181.224,2167687.856,2719921.756,2716005.877,2840392.387,2798003.944,2930996.835,2898464.559,4605992.4,4553458.195,4547101.414,5332034.892,2540182,2433406.26,2268962.478,2357582.522,3013852.184,3051561.26,3019549.437,2976444.531,4160545.085,4417532.23,3604784.244,3400780.828,4717966.239,4857383.938,5224405.062,5012161.214,2187957.486,2457613.38,2556439.763,2399393.635,2903050.211,3060611.557,2840910.598,2910165.054,4302178.927,4361012.316,3793445.299,3891281.266
High,Master Protein,Q69ZK0,"Phosphatidylinositol 3,4,5-trisphosphate-dependent Rac exchanger 1 protein OS=Mus musculus OX=10090 GN=Prex1 PE=1 SV=2",16,30,0,1051355.685,1118912.282,1066540.438,119624.7706,214119.0437,82782.81426,145086.2296,138892.9606,133094.4613,310313.0879,510750.7579,446132.7155,439324.8182,659831.0701,524189.547,700974.1569,116937.9926,121380.058,131861.3437,119645.5403,129995.3196,164295.1595,164502.0068,130934.0971,512906.0033,335573.0183,411125.6197,641684.8019,723625.0969,823522.8672,450360.8845,494298.3813,113208.2826,91978.6118,91993.71483,123137.3232,120963.8993,152371.4115,131097.9984,155617.6225,309783.3747,349572.8908,329979.5668,372748.4672,1086512.202,1118912.282,1086340.057,194093.945,258764.7778,181809.5174,261822.4139,270231.6977,248464.6905,643831.3133,700803.3916,722491.7195,919650.1208,887086.511,941513.6295,1039434.282,217224.3193,218082.5866,214038.3297,194860.4581,268993.032,242942.8998,255030.7671,239364.3759,798150.1882,774998.4713,755168.6273,807831.5523,953662.5643,1177605.2,977164.9528,1007967.731,213586.5014,205686.7185,164983.7459,201013.3884,256031.3318,274521.7531,230444.032,285974.8448,732325.6109,734329.3741,750241.9035,794983.573
High,Master Protein,Q9D7B6,"Isobutyryl-CoA dehydrogenase, mitochondrial OS=Mus musculus OX=10090 GN=Acad8 PE=1 SV=2",16,35,0,3556186.188,4196771.135,3884830.518,1590407.349,2742616.372,1307067.913,579998.1043,578960.4499,588038.7455,858020.7288,1286652.067,1121323.73,1745848.918,2437980.295,1832299.841,1434678.875,551688.7137,450278.2506,611708.452,619117.4283,248488.8652,441708.2827,367106.4762,322897.4332,561263.1437,265346.4494,474057.4863,895476.9614,2848049.158,1960590.539,1398993.46,1311815.31,413048.4228,474362.9013,605292.453,649639.8651,255472.2667,297371.8165,304132.3504,293600.0434,244477.5886,328578.7871,279770.2417,289160.6863,3675102.293,4196771.135,3956949.828,2580472.547,3314476.396,2870612.561,1046663.795,1126431.927,1097768.182,1780204.04,1765421.037,1815932.977,3654631.155,3277656.254,3291052.413,2127402.831,1024818.39,809011.3578,992929.7821,1008324.3,514185.9989,653153.0896,569132.5478,590298.053,873400.3518,612811.7621,870763.8834,1127336.258,3753432.372,2803567.097,3035448.737,2675039.109,779285.4508,1060791.706,1085546.077,1060493.335,540730.789,535763.4455,534603.7769,539541.8944,577943.2148,690228.1655,636085.9273,616710.7737
High,Master Protein,Q9Z0U1,Tight junction protein ZO-2 OS=Mus musculus OX=10090 GN=Tjp2 PE=1 SV=2,16,29,0,607024.3676,732667.5592,620277.2542,223576.3284,407509.1354,158992.7168,259980.1808,256529.7414,263821.3874,316661.3031,482115.4754,433095.9228,304578.8959,516657.8973,392975.6197,529718.9447,210448.9857,258876.24,274618.6189,252441.7578,249812.3823,341206.076,333403.9261,276414.8026,442844.3837,337402.4015,396516.2841,570387.2765,521483.864,527691.1268,348631.2615,375168.426,227042.8272,198480.1848,222763.066,259048.0755,237791.7679,291498.5494,282762.0517,301725.1148,307097.7398,307578.169,306278.4348,366937.0979,627322.7911,732667.5592,631792.2913,362757.7414,492478.432,349183.4551,469159.883,499107.1341,492509.5957,657002.4618,661512.7929,701379.2244,637582.961,694602.41,705836.0933,785489.7722,390930.5834,465120.8851,445763.0175,411138.7389,516924.6889,504540.6923,516882.807,505321.8235,689124.9583,779223.3913,728333.7345,718073.4803,687261.4578,754577.4862,756438.3629,765039.2587,428354.5516,443850.3375,399508.6528,422878.5396,503308.3705,525181.8043,497039.0706,554473.147,725976.7899,646113.2723,696354.984,782589.3083
High,Master Protein,Q99LI8,Hepatocyte growth factor-regulated tyrosine kinase substrate OS=Mus musculus OX=10090 GN=Hgs PE=1 SV=2,16,34,0,1852091.622,1629297.063,1848620.674,907058.3239,1047905.954,721743.786,204254.7435,235485.569,203251.1034,831475.3345,1293012.522,1048539.547,907742.9282,1314270.393,1114562.66,1411563.023,916419.0633,953281.327,927280.6167,912956.7426,189493.7606,282542.6152,260889.9195,234770.3013,903239.794,763235.5894,890880.9669,1373102.008,1430806.893,1432191.377,935311.4685,971467.3067,748313.1888,718044.83,917099.9549,956133.3813,208012.6435,226426.9426,221775.1884,209598.2905,602786.3606,806640.2144,709112.058,790149.3127,1914024.128,1629297.063,1882939.095,1471723.018,1266403.71,1585110.274,368597.8341,458163.3569,379435.1919,1725128.193,1774148.246,1698062.29,1900201.989,1766924.278,2001901.681,2093125.663,1702342.436,1712752.992,1505168.905,1486885.082,392110.2803,417795.1586,404462.8854,429190.317,1405561.656,1762675.73,1636398.523,1728629.264,1885654.57,2047977.147,2029380.478,1981005.268,1411818.926,1605724.221,1644749.168,1560823.361,440278.0868,407944.7753,389836.376,385173.8487,1424982.507,1694466.646,1612237.95,1685200.018
High,Master Protein,Q8K400,Syntaxin-binding protein 5 OS=Mus musculus OX=10090 GN=Stxbp5 PE=1 SV=3,16,58,0,2578563.388,3052074.87,2742510.604,914669.026,1132435.481,724255.278,1134151.855,1184256.891,1223702.011,1168311.934,1704427.582,1526813.364,1482761.399,2358476.177,1559273.533,2357361.62,935392.4507,1013606.467,1076430.568,1133769.704,1246018.004,1774901.232,1550918.972,1298134.957,1649923.957,1216516.104,1423203.685,1852613.789,2347022.931,2390953.011,1382660.114,1772985.066,1002804.437,872211.7022,977583.7885,1107031.27,1109874.716,1491184.033,1587376.034,1455327.981,1397679.272,1362898.519,1226001.993,1404771.129,2664788.545,3052074.87,2793423.5,1484071.558,1368558.399,1590626.07,2046688.905,2304103.453,2284443.232,2423989.95,2338652.683,2472605.067,3103903.179,3170769.759,2800661.118,3495596.033,1737587.45,1821138.692,1747270.234,1846511.648,2578324.833,2624542.643,2404420.852,2373157.723,2567501.859,2809517.064,2614185.839,2332297.521,3093131.95,3418968.448,3000009.663,3615451.319,1891959.548,1950479.131,1753222.333,1807154.004,2349152.957,2686609.325,2790289.234,2674422.002,3304103.481,2862969.192,2787439.471,2996041.753
High,Master Protein,Q9Z2U0,Proteasome subunit alpha type-7 OS=Mus musculus OX=10090 GN=Psma7 PE=1 SV=1,16,51,0,4980845.609,5327353.438,5371516.132,2619131.001,3082688.868,2073350.075,3337239.194,3351458.446,3501664.336,1537795.06,2290330.735,1961780.368,2768230.606,3703684.698,2651011.994,3800539.337,2766019.815,2773563.654,2795284.596,2929938.928,3161134.063,4703947.643,4550517.509,3806067.452,2467238.837,1616429.665,1931566.836,2905924.261,3978567.591,3749849.825,2434351.039,2905871.957,2351879.245,2196139.68,2889773.066,3270485.971,3237517.641,3922209.436,3980834.234,3925303.769,1757778.019,1738007.876,1584695.779,1720454.385,5147401.219,5327353.438,5471234.778,4249600.363,3725457.047,4553539.04,6022377.339,6520635.039,6537010.906,3190586.063,3142573.01,3177014.423,5794809.457,4979287.708,4761567.524,5635601.309,5138165.603,4983239.796,4537327.081,4771838.886,6541181.934,6955717.283,7054758.746,6957981.003,3839352.883,3733108.597,3547963.459,3658333.966,5243338.004,5362137.262,5281903.025,5925621.597,4437216.502,4911106.563,5182588.68,5338848.121,6852506.893,7066494.954,6997509.517,7213438.415,4155374.262,3650941.676,3602966.056,3669318.841
High,Master Protein,Q9D8W5,26S proteasome non-ATPase regulatory subunit 12 OS=Mus musculus OX=10090 GN=Psmd12 PE=1 SV=4,16,40,0,1577218.565,1902115.213,1769153.604,299391.7672,324063.8756,188676.5646,1251790.656,1252135.513,1338484.581,1097577.003,1613026.44,1427339.648,751459.7955,1256387.555,900375.4795,1315761.917,280349.3064,270065.9208,279141.9888,303249.6164,1257290.86,1744733.3,1719374.55,1368906.846,1972302.102,1450659.152,1595767.255,2162839.456,1155909.013,1337112.314,866665.9354,927774.8143,292697.5927,259853.2252,314131.9585,352588.6091,1167821.697,1384335.881,1457046.444,1434359.214,1333747.713,1455944.862,1279275.473,1306384,1629959.529,1902115.213,1801996.771,485770.0367,391634.0898,414375.8033,2258979.725,2436168.86,2498722.739,2277230.549,2213240.768,2311511.89,1573050.424,1689105.748,1617193.228,1951067.71,520777.601,485225.2958,453105.3858,493886.8513,2601651.21,2579933.386,2665580.919,2502537.843,3069165.273,3350265.26,2931156.098,2722847.65,1523367.774,1912017.84,1880437.682,1891908.026,552223.33,581095.4974,563371.8273,575577.1619,2471803.126,2494105.09,2561195.91,2635888.191,3152969.748,3058426.748,2908562.113,2786205.474
High,Master Protein,P62482,Voltage-gated potassium channel subunit beta-2 OS=Mus musculus OX=10090 GN=Kcnab2 PE=1 SV=1,16,83,4,10608197.29,11644674.56,10962008.23,6636322.765,8813902.77,4829936.972,4803880.984,4699183.92,4913826.355,5593347.141,8422061.816,7271808.385,5465194.392,8470980.391,6956909.013,8939100.546,6597401.169,7675472.082,8433796.032,8588053.147,5603660.065,6330633.748,6875277.385,5474840.974,7266093.999,4067299.489,5080707.594,8428887.336,8806571.939,8088471.911,5619082.177,6277266.549,7835529.736,6423952.969,7747903.304,8209201.611,4813884.431,5926146.814,6632109.239,6301359.271,3358042.704,4047012.536,4541589.472,5259348.639,10962927.17,11644674.56,11165510.66,10767586.51,10651680.27,10607618.47,8669077.132,9142784.795,9173276.873,11604963.42,11555948.56,11776364.21,11440434.22,11388509.54,12495527.03,13255278.34,12255349.57,13790459.75,13689801.46,13986914.73,11595382.94,9361094.536,10658880.7,10008713.71,11307011.92,9393338.302,9332405.464,10611317.46,11606145.25,11566195.62,12191933.98,12800531.75,14783047.18,14365533.24,13895276.56,13400968.84,10189033.67,10676912.4,11657920.12,11579859.73,7938388.163,8501346.246,10325762.78,11216936.19
High,Master Protein,O35633,Vesicular inhibitory amino acid transporter OS=Mus musculus OX=10090 GN=Slc32a1 PE=1 SV=3,16,60,0,6367212.88,6682041.461,6418434.235,4218942.835,5525930.445,3297020.243,4708790.914,4070608.649,4468783.894,1888508.828,2860857.163,2482369.364,3156577.491,5002918.616,3853190.618,4313599.702,4241704.299,4567556.073,5090106.919,4636086.139,4208959.166,5704957.019,5475920.207,4687066.19,2475101.165,1673272.657,2362572.618,3455148.015,5196562.621,4372357.642,3059121.084,3380948.276,4128907.991,3763997.77,4523725.087,4996393.33,3570492.847,4633253.49,5145525.606,5044631.695,1747568.648,1958498.566,2134738.727,2099427.021,6580127.534,6682041.461,6537588.223,6845331.903,6678136.327,7240991.556,8497477.719,7919821.718,8342458.4,3918239.888,3925394.866,4020084.716,6607746.138,6725996.73,6920839.044,6396389.032,7879400.94,8206491.731,8262300.017,7550551.959,8709395.776,8435907.7,8489429.148,8568560.048,3851587.714,3864386.231,4339648.602,4349764.208,6848528.687,6252298.873,6637490.094,6894391.913,7789880.671,8417221.508,8112957.624,8156275.667,7557279.853,8347555.872,9044803.748,9270401.019,4131239.385,4114114.865,4853544.302,4477577.083
High,Master Protein,Q68EF6,Brain-enriched guanylate kinase-associated protein OS=Mus musculus OX=10090 GN=Begain PE=1 SV=2,16,46,0,1261205.664,1370961.64,1311681.461,884027.3416,1571253.018,718849.3946,472343.2325,481564.9867,494767.4247,382692.6828,637590.4069,473076.3558,606161.8304,974418.5151,774643.0402,1021480.663,937118.2282,1020722.378,1476544.58,1167534.046,484575.3636,688442.5965,647405.8106,569804.1529,562610.5772,405732.6916,473265.7006,699223.3814,756555.7662,629059.3085,503411.2993,630211.394,1200804.651,1023386.134,1169294.381,1243654.356,429264.42,571442.2834,667794.8152,636651.4526,365674.717,418560.488,345364.9151,374765.4883,1303379.402,1370961.64,1336031.96,1434354.719,1898873.314,1578753.545,852389.959,936938.2245,923646.5124,794003.0317,874840.6395,766125.7242,1268894.398,1310022.459,1391361.168,1514694.955,1740793.259,1833923.792,2396738.321,1901501.873,1002708.379,1017998.59,1003686.239,1041675.304,875497.1383,937030.6866,869309.5062,880268.1751,997061.759,899529.9855,1092270.433,1285120.027,2265520.317,2288542.21,2097040.731,2030181.992,908578.0289,1029545.739,1173849.575,1169959.401,864452.3316,879247.9889,785222.0484,799285.3979
High,Master Protein,Q99JR1,Sideroflexin-1 OS=Mus musculus OX=10090 GN=Sfxn1 PE=1 SV=3,16,79,0,4497448.795,4539902.179,4463254.387,4773616.354,10241886.47,3617360.635,4394162.416,4324022.593,4712155.639,3986159.433,6110181.052,5224627.685,2193844.836,3568512.939,2419900.443,2434271.982,3247171.214,3215412.39,4519596.019,3958130.141,2778116.019,4630902.206,3904582.546,3873096.718,4462421.191,3166045.497,3858759.67,7676905.142,3695836.638,3101704.951,2011527.708,2038159.923,3298677.071,2983468.333,3337656.558,3704114.805,2854412.375,3588984.197,3316094.699,3547528.406,3241139.659,4179297.688,3161405.327,3378681.322,4647839.99,4539902.179,4546111.754,7745302.462,12377411.32,7944530.481,7929699.557,8412866.721,8796791.995,8270402.903,8383806.659,8461047.821,4592432.717,4797560.824,4346460.669,3609641.988,6031953.694,5777105.913,7336242.414,6446400.346,5748621.207,6847705.153,6053352.792,7080519.126,6944122.881,7311912.121,7087892.614,9664630.016,4870728.033,4435315.671,4364487.338,4156192.922,6223510.142,6671766.393,5985833.733,6046717.993,6041629.002,6466135.767,5829030.512,6519209.515,7662030.228,8779230.702,7187774.605,7205921.381
High,Master Protein,Q9R1T4,Septin-6 OS=Mus musculus OX=10090 GN=Sept6 PE=1 SV=4,16,146,0,26215189.43,29647273.45,27245102.6,11959328.17,11869988.25,9060235.949,5590204.75,5434964.346,5708268.08,12068152.29,17457486.54,14359731.75,12426403.26,21321809.65,16706314.31,22714759.81,11770089.88,13152806.25,13181463.66,13379326.99,6064354.554,7480366.211,7812099.417,6416399.893,18582978.94,12115348.43,16095560.04,18070079.59,21478955.26,20657203.92,14011802.16,14724168.95,11036932.99,9014920.62,12260237.6,13035735.29,5399770.433,6011580.299,6896064.223,6345289.761,12693647.18,12549795.08,13801320.35,15978693.01,27091805,29647273.45,27750889.92,19404285.35,14344986.88,19898298.21,10088075.94,10574327.42,10656364.26,25038758.08,23953495.09,23254934.97,26012514.63,28665351.77,30006746.06,33682411.57,21864149.58,23631542.56,21396251.43,21790212.81,12548675.78,11061201.46,12111254.73,11730004.56,28917595.12,27980129.51,29564837.12,22748833.07,28307027.55,29538986.37,30401934.25,30025360.65,20823033.88,20159571.92,21987805.68,21279960.06,11429115.83,10830834.65,12121900.13,11660589.76,30007688.22,26362694.05,31378697.03,34078740.97
High,Master Protein,O35857,Mitochondrial import inner membrane translocase subunit TIM44 OS=Mus musculus OX=10090 GN=Timm44 PE=1 SV=2,16,45,0,4483738.917,4322541.336,4547956.423,2467333.621,4380043.208,1874099.801,1747681.175,1659921.509,1673426.509,1629132.526,2587359.309,2173436.554,2169982.328,3547758.512,2682742.031,2362459.088,1353380.703,1426750.791,1697573.4,1741078.713,1030095.996,1544696.515,1556186.298,1358863.011,2264048.3,1647592.288,2066803.345,3471624.003,4009482.423,2756306.924,2019647.005,1828602.719,1299149.085,1199597.845,1528745.959,1683640.172,1086949.2,1242812.813,1136915.254,1052692.902,1512454.15,2096163.704,1410912.916,1456078.934,4633671.664,4322541.336,4632386.227,4003305.618,5293321.361,4115941.012,3153863.086,3229561.853,3124002.272,3380091.189,3550127.241,3519782.026,4542480.706,4769658.27,4818558.861,3503154.776,2514043.515,2563431.818,2755513.972,2835604.191,2131527.859,2284139.421,2412586.893,2484176.42,3523161.291,3805077.985,3796370.184,4370506.204,5284080.535,3941410.124,4382104.082,3728866.214,2451063.664,2682594.782,2741689.857,2748429.208,2300628.973,2239128.384,1998469.376,1934508.988,3575430.446,4403300.774,3207853.147,3105469.065
High,Master Protein,P05480,Neuronal proto-oncogene tyrosine-protein kinase Src OS=Mus musculus OX=10090 GN=Src PE=1 SV=4,16,55,4,3898879.915,3742548.252,3921338.369,2086174.888,3067739.408,1606631.439,2180117.33,2113311.22,2192510.251,3000414.549,4302516.13,3704154.725,2142249.275,3333030.771,2412873.355,3249640.322,2048918.665,2149439.004,2494044.87,2542996.315,2318154.84,3452390.279,3150226.485,2597814.487,4404767.672,3084041.487,3646214.15,4998614.955,3402720.355,3271013.924,2021222.79,2518638.519,2121163.841,1924576.82,2460031.944,2489839.241,2327229.833,2821545.701,3005999.993,2806364.427,3321405.345,3772560.835,2952307.381,3079341.113,4029255.432,3742548.252,3994135.424,3384866.796,3707390.49,3528520.856,3934236.787,4111681.946,4093043.207,6225199.37,5903501.561,5998710.751,4484426.382,4480975.164,4333839.091,4818704.828,3806076.642,3861879.992,4048352.482,4141645.611,4796845.769,5105042.096,4883859.43,4749139.125,6854406.311,7122525.672,6697482.236,6292869.749,4484431.28,4677420.822,4385523.123,5135979.501,4001933.016,4303825.453,4411880.593,4064494.902,4925798.169,5083471.137,5283946.108,5157189.903,7851777.718,7924820.001,6712369.287,6567500.113
High,Master Protein,Q9JLZ3,"Methylglutaconyl-CoA hydratase, mitochondrial OS=Mus musculus OX=10090 GN=Auh PE=1 SV=1",16,73,0,30273917.49,31700535.58,30847002.24,9550213.873,16505919.38,7256723.734,6789816.229,6207045.267,6308144.015,7791812.794,11754987.54,9771014.379,14857109.79,26540860.7,16003203.09,15473032.66,5365302.424,6119394.605,7282343.974,7489984.914,3980778.336,6201725.87,6010727.625,5323745.355,8598374.957,5135016.535,7633456.489,13449350.56,28592809.89,14614840.76,14053956.04,11822297.55,5778805.382,5028078.476,6136216.976,6788866.249,3936864.729,4799218.404,4574173.426,4356929.891,4156513.307,6133503.35,5571340.575,5535482.956,31286253.78,31700535.58,31419656.44,15495441.93,19947551.08,15937383.28,12252893.19,12076496.7,11776230.46,16166295.46,16129070.8,15823715.09,31100776.11,35681920.1,28743865.48,22944070.66,9966599.74,10994667.7,11820755.77,12198548.21,8237232.214,9170478.733,9318551.835,9732491.48,13380218.88,11859207.23,14021375.91,16931692.49,37682347.56,20898645.51,30493397.09,24107896.94,10902690.12,11244015.77,11004839.45,11082367.01,8332739.983,8646568.519,8040481.015,8006627.588,9825966.774,12884327.69,12667006.02,11805864.83
